Mod:Item:MetaData, Localized Name
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheesecake
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:rabbitrawItem, Raw Rabbit
harvestcraft:rabbitcookedItem, Cooked Rabbit
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
harvestcraft:almondbutterItem, Almond Butter
harvestcraft:cashewbutterItem, Cashew Butter
harvestcraft:chestnutbutterItem, Chestnut Butter
harvestcraft:cornishpastyItem, Cornish Pasty
harvestcraft:cottagepieItem, Cottage Pie
harvestcraft:croissantItem, Croissant
harvestcraft:currypowderItem, Curry Powder
harvestcraft:dimsumItem, Dim Sum
harvestcraft:friedpecanokraItem, Fried Pecan Okra
harvestcraft:gooseberryjellyItem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichItem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeItem, Gooseberry Milkshake
harvestcraft:gooseberrypieItem, Gooseberry Pie
harvestcraft:gooseberrysmoothieItem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtItem, Gooseberry Yogurt
harvestcraft:greenheartfishItem, Green Heart Fish
harvestcraft:hamsweetpicklesandwichItem, Ham & Sweet Pickle Sandwich
harvestcraft:hushpuppiesItem, Hushpuppies
harvestcraft:kimchiItem, Kimchi
harvestcraft:mochiItem, Mochi
harvestcraft:museliItem, Museli
harvestcraft:naanItem, Naan
harvestcraft:okrachipsItem, Okra Chips
harvestcraft:okracreoleItem, Okra Creole
harvestcraft:pistachiobutterItem, Pistachio Butter
harvestcraft:ploughmanslunchItem, Ploughman's Lunch
harvestcraft:porklomeinItem, Pork Lo Mein
harvestcraft:salmonpattiesItem, Salmon Patties
harvestcraft:sausageItem, Sausage
harvestcraft:sausagerollItem, Sausage Roll
harvestcraft:sesameballItem, Sesame Ball
harvestcraft:sesamesnapsItem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesItem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceItem, Soy Sauce
harvestcraft:sweetpickleItem, Sweet Pickle
harvestcraft:veggiestripsItem, Veggie Strips
harvestcraft:vindalooItem, Vindaloo
harvestcraft:applesmoothieItem, Apple Smoothie
harvestcraft:coconutsmoothieItem, Coconut Smoothie
harvestcraft:cranberrysmoothieItem, Cranberry Smoothie
harvestcraft:cranberryyogurtItem, Cranberry Yogurt
harvestcraft:grapesmoothieItem, Grape Smoothie
harvestcraft:pearsmoothieItem, Pear Smoothie
harvestcraft:pearjellyItem, Pear Jelly
harvestcraft:pearjellysandwichItem, Pear Jelly Sandwich
harvestcraft:plumsmoothieItem, Plum Smoothie
harvestcraft:plumjellyItem, Plum Jelly
harvestcraft:plumjellysandwichItem, Plum Jelly Sandwich
harvestcraft:honeysandwichItem, Honey Sandwich
harvestcraft:cheeseontoastItem, Cheese on Toast
harvestcraft:tunapotatoItem, Tuna Potato
harvestcraft:chocolaterollItem, Chocolate Roll
harvestcraft:jamrollItem, Jam Roll
harvestcraft:coconutcreamItem, Coconut Cream
harvestcraft:crackerItem, Cracker
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
harvestcraft:yorkshirepuddingItem, Yorkshire Pudding
harvestcraft:toadintheholeItem, Toad in the Hole
SpiceOfLife:bookfoodjournal, Food Journal
SpiceOfLife:lunchbox, Lunch Box
SpiceOfLife:lunchbag, Lunch Bag
TaintedMagic:ItemMaterial:0, Shadow Metal Ingot
TaintedMagic:ItemMaterial:1, Shadow-imbued Cloth
TaintedMagic:ItemMaterial:2, Crimson-stained Cloth
TaintedMagic:ItemMaterial:3, Warped Unbalanced Shard
TaintedMagic:ItemMaterial:4, Tainted Unbalanced Shard
TaintedMagic:ItemMaterial:5, Shard of Creation
TaintedMagic:ItemMaterial:6, Thaumic Alloy Plating
TaintedMagic:ItemMaterial:7, Crimson Plating
TaintedMagic:ItemMaterial:8, Shadow Metal Nugget
TaintedMagic:ItemMaterial:9, Primordial Nodule
TaintedMagic:ItemMaterial:10, Primordial Mote
TaintedMagic:ItemMaterial:11, Creation Fragment
TaintedMagic:ItemVoidBlood, Phial of Void-infused Blood
TaintedMagic:ItemCrimsonBlood, Phial of Crimson Blood
TaintedMagic:ItemMagicFunguar, Magic Funguar
TaintedMagic:ItemNightshadeBerries, Nightshade Berries
TaintedMagic:ItemFlyteCharm, Flyte Charm
TaintedMagic:ItemSalis:0, Salis Tempestas
TaintedMagic:ItemSalis:1, Salis Aevum
TaintedMagic:ItemGateKey, Celestial Gate Key
TaintedMagic:ItemWarpFertilizer, Warping Fertilizer
TaintedMagic:ItemWarpedGoggles, Warped Goggles of Revealing
TaintedMagic:ItemVoidFortressHelmet, Void Fortress Helm
TaintedMagic:ItemVoidFortressChestplate, Void Fortress Cuirass
TaintedMagic:ItemVoidFortressLeggings, Void Fortress Thigh Guards
TaintedMagic:ItemVoidwalkerBoots, Boots of the Voidwalker
TaintedMagic:ItemVoidwalkerSash, Voidwalker's Sash of Runic Shielding
TaintedMagic:ItemShadowFortressHelmet, Shadow Fortress Helm
TaintedMagic:ItemShadowFortressChestplate, Shadow Fortress Cuirass
TaintedMagic:ItemShadowFortressLeggings, Shadow Fortress Thigh Guards
TaintedMagic:ItemVoidmetalGoggles, Void Metal Goggles of Revealing
TaintedMagic:ItemLumosRing, Ring of Lumos
TaintedMagic:ItemWandRod:0, Warpwood Rod
TaintedMagic:ItemWandRod:1, Warpwood Staff Core
TaintedMagic:ItemWandCap:0, Shadow Metal Cap
TaintedMagic:ItemWandCap:1, Enchanted Cloth Cap
TaintedMagic:ItemWandCap:2, Crimson-stained Cloth Cap
TaintedMagic:ItemWandCap:3, Shadow-imbued Cloth Cap
TaintedMagic:ItemFocusTaintSwarm, Wand Focus: Taint Swarm
TaintedMagic:ItemFocusDarkMatter, Wand Focus: Dark Matter
TaintedMagic:ItemFocusMageMace, Wand Focus: Mage's Mace
TaintedMagic:ItemFocusShockwave, Wand Focus: Shockwave
TaintedMagic:ItemFocusVisShard, Wand Focus: Vis Shard
TaintedMagic:ItemFocusLumos, Wand Focus: Lumos
TaintedMagic:ItemThaumicDisassembler, Thaumic Disassembler
TaintedMagic:ItemHollowDagger, Hollow Dagger
TaintedMagic:ItemShadowmetalHoe, Shadow Metal Hoe
TaintedMagic:ItemShadowmetalPick, Shadow Metal Pickaxe
TaintedMagic:ItemShadowmetalAxe, Shadow Metal Axe
TaintedMagic:ItemShadowmetalSpade, Shadow Metal Shovel
TaintedMagic:ItemShadowmetalSword, Shadow Metal Blade
TaintedMagic:ItemPrimalBlade, Primal Blade
TaintedMagic:ItemKatana:0, Thaumium Fortress Blade
TaintedMagic:ItemKatana:1, Void Metal Fortress Blade
TaintedMagic:ItemKatana:2, Shadow Metal Fortress Blade
thaumicbases:resource:0, Thauminite Nugget
thaumicbases:resource:1, Thauminite Ingot
thaumicbases:resource:2, Thauminite Cap
thaumicbases:resource:3, Thaumium Wand Core
thaumicbases:resource:4, Void Wand Core
thaumicbases:resource:5, Aurelia Petal
thaumicbases:resource:6, Briar Seed Bag
thaumicbases:resource:7, Tobacco Leaves Pile
thaumicbases:resource:8, Bloody Enchanted Fabric
thaumicbases:thauminiteAxe, Thauminite Axe
thaumicbases:thauminiteHoe, Thauminite Hoe
thaumicbases:thauminitePickaxe, Thauminite Pickaxe
thaumicbases:thauminiteShears, Thauminite Shears
thaumicbases:thauminiteShovel, Thauminite Shovel
thaumicbases:thauminiteSword, Thauminite Sword
thaumicbases:thauminiteHelmet, Thauminite Helmet
thaumicbases:thauminiteChest, Thauminite Chestplate
thaumicbases:thauminiteLeggings, Thauminite Leggings
thaumicbases:thauminiteBoots, Thauminite Boots
thaumicbases:pyroBucket, Bucket of Pyrofluid
thaumicbases:plaxSeed, Plax Seeds
thaumicbases:metalleatSeeds, Metalleat Seeds
thaumicbases:lucriteSeeds, Lucrite Seeds
thaumicbases:knoseFragment:0, Aer Fragment
thaumicbases:knoseFragment:1, Ignis Fragment
thaumicbases:knoseFragment:2, Aqua Fragment
thaumicbases:knoseFragment:3, Terra Fragment
thaumicbases:knoseFragment:4, Ordo Fragment
thaumicbases:knoseFragment:5, Perditio Fragment
thaumicbases:knoseFragment:6, Mixed Fragment
thaumicbases:knoseFragment:7, Tainted Fragment
thaumicbases:knoseSeed, Rosa Mysteria Sprout
thaumicbases:sweedSeeds, Sweed Seeds
thaumicbases:lazulliaSeeds, Lazullia Seeds
thaumicbases:redlonSeeds, Redlon Seed
thaumicbases:glieoniaSeed, Glieonia Seed
thaumicbases:rosehipSyrup, Rosehip Syrup
thaumicbases:tobaccoSeeds, Tobacco Seeds
thaumicbases:mortar, Pestle And Mortar
thaumicbases:tobaccoPowder:0, Tobacco Pile
thaumicbases:tobaccoPowder:1, Eldrich Tobacco Pile
thaumicbases:tobaccoPowder:2, Angry Tobacco Pile
thaumicbases:tobaccoPowder:3, Saturating Tobacco Pile
thaumicbases:tobaccoPowder:4, Wisdom Tobacco Pile
thaumicbases:tobaccoPowder:5, Miner's Tobacco Pile
thaumicbases:tobaccoPowder:6, Relaxing Tobacco Pile
thaumicbases:tobaccoPowder:7, Tainted Tobacco Pile
thaumicbases:tobaccoPowder:8, Wispy Tobacco Pile
thaumicbases:greatwoodPipe, Greatwood Smoking Pipe
thaumicbases:silverwoodPipe, Silverwood Smoking Pipe
thaumicbases:voidSeed, Void Plant Seed
thaumicbases:bloodyChest, Bloody Thaumaturge's Robe
thaumicbases:bloodyLeggings, Bloody Thaumaturge's Leggings
thaumicbases:bloodyBoots, Bloody Thaumaturge's Boots
thaumicbases:concentratedTaint, Concentrated Taint Flask
thaumicbases:fociActivation, Wand Focus: Activation
thaumicbases:fociDrain, Wand Focus: Liquid Drain
thaumicbases:fociExperience, Wand Focus: Experience
thaumicbases:fociFlux, Wand Focus: Flux Scrubber
thaumicbases:nodeFoci:0, §eNode Manipulator Focus: Brightness
thaumicbases:nodeFoci:1, §eNode Manipulator Focus: Destruction
thaumicbases:nodeFoci:2, §eNode Manipulator Focus: Efficiency
thaumicbases:nodeFoci:3, §eNode Manipulator Focus: Hunger
thaumicbases:nodeFoci:4, §eNode Manipulator Focus: Instability
thaumicbases:nodeFoci:5, §eNode Manipulator Focus: Purity
thaumicbases:nodeFoci:6, §eNode Manipulator Focus: Sinister
thaumicbases:nodeFoci:7, §eNode Manipulator Focus: Speed
thaumicbases:nodeFoci:8, §eNode Manipulator Focus: Stability
thaumicbases:nodeFoci:9, §eNode Manipulator Focus: Taint
thaumicbases:herobrinesScythe, Scythe Of The White-Eyed One
thaumicbases:voidShears, Void Shears
thaumicbases:voidFAS, Void Flint and Steel
thaumicbases:revolver, Thaumaturge's Revolver
thaumicbases:castingBracelet:0, Iron Bracelet
thaumicbases:castingBracelet:1, Gold Bracelet
thaumicbases:castingBracelet:2, Greatwood Bracelet
thaumicbases:castingBracelet:3, Thaumium Bracelet
thaumicbases:castingBracelet:4, Silverwood Bracelet
thaumicbases:castingBracelet:5, Reed Bracelet
thaumicbases:castingBracelet:6, Bone Bracelet
thaumicbases:castingBracelet:7, Obsidian Bracelet
thaumicbases:castingBracelet:8, Blaze Bracelet
thaumicbases:castingBracelet:9, Ice Bracelet
thaumicbases:castingBracelet:10, Quartz Bracelet
thaumicbases:castingBracelet:11, Void Bracelet
thaumicbases:castingBracelet:12, Primal Bracelet
thaumicenergistics:part.base:0, Essentia Import Bus
thaumicenergistics:part.base:1, Essentia Level Emitter
thaumicenergistics:part.base:2, Essentia Storage Bus
thaumicenergistics:part.base:3, Essentia Export Bus
thaumicenergistics:part.base:4, Essentia Terminal
thaumicenergistics:part.base:5, Arcane Crafting Terminal
thaumicenergistics:part.base:6, Vis Relay Interface
thaumicenergistics:part.base:7, Essentia Storage Monitor
thaumicenergistics:part.base:8, Essentia Conversion Monitor
thaumicenergistics:storage.essentia:0, 1k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:1, 4k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:2, 16k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:3, 64k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:4, Creative Essentia Storage Cell
thaumicenergistics:storage.component:0, 1k ME Essentia Storage Component
thaumicenergistics:storage.component:1, 4k ME Essentia Storage Component
thaumicenergistics:storage.component:2, 16k ME Essentia Storage Component
thaumicenergistics:storage.component:3, 64k ME Essentia Storage Component
thaumicenergistics:storage.casing, ME Essentia Storage Housing
thaumicenergistics:material:0, Diffusion Core
thaumicenergistics:material:1, Coalescence Core
thaumicenergistics:material:2, Iron Gear
thaumicenergistics:wireless.essentia.terminal, Wireless Essentia Terminal
thaumicenergistics:knowledge.core, Knowledge Core
thaumicenergistics:focus.aewrench, Wand Focus: AE Wrench
thaumicenergistics:golem.wifi.backpack, Wireless Golem Backpack
ThaumicExploration:transmutationCore, Transmutative Rod
ThaumicExploration:transmutationStaffCore, Transmutative Staff Core
ThaumicExploration:talismanFood, Talisman of Nourishment
ThaumicExploration:amberCore, Amber Rod
ThaumicExploration:amberStaffCore, Amber Staff Core
ThaumicExploration:necroStaffCore, Necromancer's Staff Core
ThaumicExploration:sojournerCap, Sojourner's Cap
ThaumicExploration:sojournerCapUncharged, Inert Sojourner's Cap
ThaumicExploration:mechanistCap, Mechanist's Cap
ThaumicExploration:mechanistCapUncharged, Inert Mechanist's Cap
ThaumicExploration:pureZombieBrain, Cured Zombie Brain
ThaumicExploration:blankSeal:0, Dark Blank Seal
ThaumicExploration:blankSeal:1, Red Blank Seal
ThaumicExploration:blankSeal:2, Green Blank Seal
ThaumicExploration:blankSeal:3, Brown Blank Seal
ThaumicExploration:blankSeal:4, Blue Blank Seal
ThaumicExploration:blankSeal:5, Purple Blank Seal
ThaumicExploration:blankSeal:6, Cyan Blank Seal
ThaumicExploration:blankSeal:7, Light Gray Blank Seal
ThaumicExploration:blankSeal:8, Gray Blank Seal
ThaumicExploration:blankSeal:9, Pink Blank Seal
ThaumicExploration:blankSeal:10, Lime Blank Seal
ThaumicExploration:blankSeal:11, Yellow Blank Seal
ThaumicExploration:blankSeal:12, Light Blue Blank Seal
ThaumicExploration:blankSeal:13, Magenta Blank Seal
ThaumicExploration:blankSeal:14, Orange Blank Seal
ThaumicExploration:blankSeal:15, Pale Blank Seal
ThaumicExploration:chestSeal:0, Dark Chest Binding Seal
ThaumicExploration:chestSeal:1, Red Chest Binding Seal
ThaumicExploration:chestSeal:2, Green Chest Binding Seal
ThaumicExploration:chestSeal:3, Brown Chest Binding Seal
ThaumicExploration:chestSeal:4, Blue Chest Binding Seal
ThaumicExploration:chestSeal:5, Purple Chest Binding Seal
ThaumicExploration:chestSeal:6, Cyan Chest Binding Seal
ThaumicExploration:chestSeal:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSeal:8, Gray Chest Binding Seal
ThaumicExploration:chestSeal:9, Pink Chest Binding Seal
ThaumicExploration:chestSeal:10, Lime Chest Binding Seal
ThaumicExploration:chestSeal:11, Yellow Chest Binding Seal
ThaumicExploration:chestSeal:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSeal:13, Magenta Chest Binding Seal
ThaumicExploration:chestSeal:14, Orange Chest Binding Seal
ThaumicExploration:chestSeal:15, Pale Chest Binding Seal
ThaumicExploration:chestSealLinked:0, Dark Chest Binding Seal
ThaumicExploration:chestSealLinked:1, Red Chest Binding Seal
ThaumicExploration:chestSealLinked:2, Green Chest Binding Seal
ThaumicExploration:chestSealLinked:3, Brown Chest Binding Seal
ThaumicExploration:chestSealLinked:4, Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:5, Purple Chest Binding Seal
ThaumicExploration:chestSealLinked:6, Cyan Chest Binding Seal
ThaumicExploration:chestSealLinked:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:8, Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:9, Pink Chest Binding Seal
ThaumicExploration:chestSealLinked:10, Lime Chest Binding Seal
ThaumicExploration:chestSealLinked:11, Yellow Chest Binding Seal
ThaumicExploration:chestSealLinked:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:13, Magenta Chest Binding Seal
ThaumicExploration:chestSealLinked:14, Orange Chest Binding Seal
ThaumicExploration:chestSealLinked:15, Pale Chest Binding Seal
ThaumicExploration:jarSeal:0, Dark Jar Binding Seal
ThaumicExploration:jarSeal:1, Red Jar Binding Seal
ThaumicExploration:jarSeal:2, Green Jar Binding Seal
ThaumicExploration:jarSeal:3, Brown Jar Binding Seal
ThaumicExploration:jarSeal:4, Blue Jar Binding Seal
ThaumicExploration:jarSeal:5, Purple Jar Binding Seal
ThaumicExploration:jarSeal:6, Cyan Jar Binding Seal
ThaumicExploration:jarSeal:7, Light Gray Jar Binding Seal
ThaumicExploration:jarSeal:8, Gray Jar Binding Seal
ThaumicExploration:jarSeal:9, Pink Jar Binding Seal
ThaumicExploration:jarSeal:10, Lime Jar Binding Seal
ThaumicExploration:jarSeal:11, Yellow Jar Binding Seal
ThaumicExploration:jarSeal:12, Light Blue Jar Binding Seal
ThaumicExploration:jarSeal:13, Magenta Jar Binding Seal
ThaumicExploration:jarSeal:14, Orange Jar Binding Seal
ThaumicExploration:jarSeal:15, Pale Jar Binding Seal
ThaumicExploration:charmNoTaint, Wispy Dreamcatcher
ThaumicExploration:charmTaint, Tainted Band
ThaumicExploration:bootsMeteor, Boots of the Meteor
ThaumicExploration:bootsComet, Boots of the Comet
ThaumicExploration:taintBerry, Taintberry
ThaumicExploration:tentacleRing, Taintacle Ring
ThaumicExploration:stabilizerBelt, Thaumostatic Stabilizer
ThaumicExploration:discountRing, item.thaumicexploration:discountRing.name
ThaumicHorizons:spawnerEgg:0, Spawn Chromatic Sheep
ThaumicHorizons:spawnerEgg:1, Spawn Self-Shearing Sheep
ThaumicHorizons:spawnerEgg:2, Spawn Guardian Panther
ThaumicHorizons:spawnerEgg:3, Spawn Gravekeeper
ThaumicHorizons:spawnerEgg:4, Spawn Familiar
ThaumicHorizons:spawnerEgg:5, Spawn Chocolate Cow
ThaumicHorizons:spawnerEgg:6, Spawn Scholar's Chicken
ThaumicHorizons:spawnerEgg:7, Spawn Golden Chicken
ThaumicHorizons:spawnerEgg:8, Spawn Ore Boar
ThaumicHorizons:spawnerEgg:9, Spawn Taintfeeder
ThaumicHorizons:spawnerEgg:10, Spawn Endersteed
ThaumicHorizons:spawnerEgg:11, Spawn Seawolf
ThaumicHorizons:spawnerEgg:12, Spawn Nether Hound
ThaumicHorizons:spawnerEgg:13, Spawn Lunar Wolf
ThaumicHorizons:spawnerEgg:14, Spawn Zombie Horse
ThaumicHorizons:spawnerEgg:15, Spawn Skeletal Horse
ThaumicHorizons:spawnerEgg:16, Spawn Nightmare
ThaumicHorizons:spawnerEgg:17, Spawn Meat Slime
ThaumicHorizons:spawnerEgg:18, Spawn Mercurial Slime
ThaumicHorizons:spawnerEgg:19, Spawn Volt Slime
ThaumicHorizons:spawnerEgg:20, Spawn Medslime
ThaumicHorizons:spawnerEgg:21, Spawn Sheeder
ThaumicHorizons:spawnerEgg:22, Spawn Lost Soul
ThaumicHorizons:eggIncubated, item.null.name
ThaumicHorizons:lensFire, item.null.name
ThaumicHorizons:lensWater, item.null.name
ThaumicHorizons:lensAir, item.null.name
ThaumicHorizons:lensEarth, item.null.name
ThaumicHorizons:lensOrderEntropy, item.null.name
ThaumicHorizons:lensCase, item.null.name
ThaumicHorizons:focusContainment, item.null.name
ThaumicHorizons:focusLiquefaction, item.null.name
ThaumicHorizons:focusDisintegration, item.null.name
ThaumicHorizons:focusIllumination:0, Wand Focus: Illumination (Black)
ThaumicHorizons:focusIllumination:1, Wand Focus: Illumination (Red)
ThaumicHorizons:focusIllumination:2, Wand Focus: Illumination (Green)
ThaumicHorizons:focusIllumination:3, Wand Focus: Illumination (Brown)
ThaumicHorizons:focusIllumination:4, Wand Focus: Illumination (Blue)
ThaumicHorizons:focusIllumination:5, Wand Focus: Illumination (Purple)
ThaumicHorizons:focusIllumination:6, Wand Focus: Illumination (Cyan)
ThaumicHorizons:focusIllumination:7, Wand Focus: Illumination (Silver)
ThaumicHorizons:focusIllumination:8, Wand Focus: Illumination (Gray)
ThaumicHorizons:focusIllumination:9, Wand Focus: Illumination (Pink)
ThaumicHorizons:focusIllumination:10, Wand Focus: Illumination (Lime)
ThaumicHorizons:focusIllumination:11, Wand Focus: Illumination (Yellow)
ThaumicHorizons:focusIllumination:12, Wand Focus: Illumination (Light Blue)
ThaumicHorizons:focusIllumination:13, Wand Focus: Illumination (Magenta)
ThaumicHorizons:focusIllumination:14, Wand Focus: Illumination (Orange)
ThaumicHorizons:focusIllumination:15, Wand Focus: Illumination (White)
ThaumicHorizons:focusAnimation, item.null.name
ThaumicHorizons:amuletMirror:0, Mirrored Amulet
ThaumicHorizons:syringeEmpty, item.null.name
ThaumicHorizons:syringeBlood:0, Blood Syringe
ThaumicHorizons:syringeBlood:1, Blast Phial
ThaumicHorizons:syringeBloodSample, item.null.name
ThaumicHorizons:injector, item.null.name
ThaumicHorizons:corpseEffigy, item.null.name
ThaumicHorizons:nutrients, item.null.name
ThaumicHorizons:dummy, item.null.name
ThaumicHorizons:barChocolate, item.null.name
ThaumicHorizons:bucketChocolate, item.null.name
ThaumicHorizons:iceCream, item.null.name
ThaumicHorizons:inkEgg, item.null.name
ThaumicHorizons:goldEgg, item.null.name
ThaumicHorizons:infusionCheat, item.null.name
ThaumicHorizons:infusionSelfCheat, item.null.name
ThaumicHorizons:suicidePill, item.null.name
ThaumicHorizons:golemPowder, item.null.name
ThaumicHorizons:golemPlacer:0, Animated Golem
ThaumicHorizons:golemPlacer:1, Animated Golem
ThaumicHorizons:golemPlacer:2, Animated Golem
ThaumicHorizons:golemPlacer:3, Animated Golem
ThaumicHorizons:golemPlacer:4, Animated Golem
ThaumicHorizons:golemPlacer:5, Animated Golem
ThaumicHorizons:golemPlacer:6, Animated Golem
ThaumicHorizons:golemPlacer:7, Animated Golem
ThaumicHorizons:boatGreatwood, item.null.name
ThaumicHorizons:boatThaumium, item.null.name
ThaumicHorizons:dummyVat, item.null.name
ThaumicHorizons:keystoneTH, item.null.name
ThaumicHorizons:planarConduit, item.null.name
ThaumicHorizons:wandCastingDisposable:0, Disposable Crystalline Wand
ThaumicHorizons:crystalWand, item.null.name
ThaumicHorizons:voidPutty, item.null.name
ThaumicHorizons:meatTH, item.null.name
ThaumicHorizons:meatCookedTH, item.null.name
ThaumicHorizons:meatNuggetTH, item.null.name
ThaumicHorizons:nodeCheat, Node Opener
ThermalDynamics:servo:0, Servo
ThermalDynamics:servo:1, Hardened Servo
ThermalDynamics:servo:2, Reinforced Servo
ThermalDynamics:servo:3, Signalum Servo
ThermalDynamics:servo:4, Resonant Servo
ThermalDynamics:filter:0, Filter
ThermalDynamics:filter:1, Hardened Filter
ThermalDynamics:filter:2, Reinforced Filter
ThermalDynamics:filter:3, Signalum Filter
ThermalDynamics:filter:4, Resonant Filter
ThermalDynamics:cover:0, Stone Cover
ThermalDynamics:cover:0, Grass Block Cover
ThermalDynamics:cover:0, Dirt Cover
ThermalDynamics:cover:0, Podzol Cover
ThermalDynamics:cover:0, Cobblestone Cover
ThermalDynamics:cover:0, Oak Wood Planks Cover
ThermalDynamics:cover:0, Spruce Wood Planks Cover
ThermalDynamics:cover:0, Birch Wood Planks Cover
ThermalDynamics:cover:0, Jungle Wood Planks Cover
ThermalDynamics:cover:0, Acacia Wood Planks Cover
ThermalDynamics:cover:0, Dark Oak Wood Planks Cover
ThermalDynamics:cover:0, Oak Sapling Cover
ThermalDynamics:cover:0, Spruce Sapling Cover
ThermalDynamics:cover:0, Birch Sapling Cover
ThermalDynamics:cover:0, Jungle Sapling Cover
ThermalDynamics:cover:0, Acacia Sapling Cover
ThermalDynamics:cover:0, Dark Oak Sapling Cover
ThermalDynamics:cover:0, Bedrock Cover
ThermalDynamics:cover:0, Water Cover
ThermalDynamics:cover:0, Water Cover
ThermalDynamics:cover:0, Lava Cover
ThermalDynamics:cover:0, Lava Cover
ThermalDynamics:cover:0, Sand Cover
ThermalDynamics:cover:0, Red Sand Cover
ThermalDynamics:cover:0, Gravel Cover
ThermalDynamics:cover:0, Gold Ore Cover
ThermalDynamics:cover:0, Iron Ore Cover
ThermalDynamics:cover:0, Coal Ore Cover
ThermalDynamics:cover:0, Oak Wood Cover
ThermalDynamics:cover:0, Spruce Wood Cover
ThermalDynamics:cover:0, Birch Wood Cover
